id,brand,title,price,status,start_time,distance,volumn,gear,tag
1048,大众,凌渡 2017款 280TSI DSG舒适版-车在宁波 车商勿扰 可按揭全款,12.77,,2017年,2.5万公里,1.4升,自动,会员1年_可分期付
1049,大众,速腾 2014款 1.6L 自动时尚型-精品车况 支持按揭 过户快,6.5,,2013年,4.7万公里,1.6升,自动,会员1年_可分期付
1050,大众,速腾 2014款 1.6L 自动时尚型-精品车况 支持按揭 过户快,6.5,,2013年,4.7万公里,1.6升,自动,会员1年_可分期付
1051,吉利,帝豪三厢 2017款 三厢百万款 1.5L CVT豪华型-车况精品 诚心售卖 可分期,4.35,,2016年,4.31万公里,1.5升,自动,会员1年_可分期付
1052,奥迪,A1 2014款 30 TFSI 时尚型-注:车商请勿来电 买车请用微聊,11.98,,2015年,2万公里,1.4升,自动,低配_会员1年_可分期付
1053,标致,307两厢 2012款 两厢 1.6L 自动舒适版-注:车商请勿来电 买车请用微聊,3.58,,2012年,8万公里,1.6升,自动,会员1年_可分期付
1054,保时捷,718 2016款 Cayman 2.0T,38.8,,2016年,3.53万公里,2.0升,自动,低配_会员1年_可分期付
1055,宝马,3系 2013款 320Li 豪华设计套装-实车照片车源信息真实,3.0,,2013年,2.8万公里,2.0升,自动,会员1年_营转非
1056,大众,"途观L 2017款 330TSI 自动两驱豪华版-车商不批,个人一手车,支持检测",17.88,,2017年,3万公里,1.8升,自动,会员1年_可分期付
1057,大众,迈腾 2011款 1.4TSI 标准型,4.58,,2010年,16万公里,1.4升,自动,低配_会员1年
1058,吉利,帝豪三厢 2016款 三厢 1.5L 手动时尚型,2.48,,2015年,8万公里,1.5升,手动,低配_会员1年
1059,奔驰,SL级 2004款 SL 350,10.58,,2004年,18万公里,3.5升,自动,低配_会员1年_可分期付
1060,奔驰,C级 2009款 C200 1.8T 手自一体 标准型,9.58,,2009年,10万公里,1.8升,自动,会员1年_可分期付
1061,马自达,3昂克赛拉 2014款 两厢 1.5L 自动豪华型-宁波看车到店有优惠可分期送油卡,6.4,,2014年,4.6万公里,1.5升,自动,会员1年_可分期付
1062,马自达,3昂克赛拉 2014款 两厢 1.5L 自动豪华型-宁波看车到店有优惠可分期送油卡,6.58,,2014年,4.2万公里,1.5升,自动,会员1年_可分期付
1063,奔驰,AMG车系 2009款 AMG C 63 动感型-同行勿扰 询车微聊 车况精品,21.66,,2009年,9.4万公里,6.2升,自动,低配_会员1年_可分期付
1064,奔驰,E级 2017款 E 300 L 豪华型-发财一手车一台 车况完美,42.99,,2017年,2.5万公里,2.0升,自动,会员1年_可分期付
1065,宝马,5系 2018款 改款 530Li 尊享型 豪华套装-车在宁波 车商勿扰 可按揭全款,43.5,,2018年,3万公里,2.0升,自动,会员1年_可分期付
1066,大众,朗逸 2008款 1.6L 自动品雅版-精品车况 支持按揭 利率低,2.88,,2008年,9.4万公里,1.6升,自动,会员1年_可分期付
1067,比亚迪,秦 2014款 1.5T 酷黑骑士尊贵型-车况精品 诚心售卖 可分期,6.33,,2014年,6.21万公里,1.5升,自动,低配_会员1年_可分期付
1068,奥迪,A4 2008款 1.8T 自动舒适型-注:车商请勿来电 买车请用微聊,5.8,,2008年,9.5万公里,1.8升,自动,会员1年_可分期付
1069,奥迪,A4L 2013款 35 TFSI 自动豪华型,3.0,,2013年,4万公里,2.0升,自动,会员1年_营转非
1070,本田,"CRV 2015款 2.0L 两驱都市版-车商不批,个人一手车,支持检测",11.88,,2015年,5.2万公里,2.0升,自动,低配_会员1年_可分期付
1071,大众,迈腾 2011款 1.4TSI 标准型,4.58,,2010年,16万公里,1.4升,自动,低配_会员1年
1072,莲花,L3三厢 2012款 1.6 手动 精致型,2.58,,2012年,1.5万公里,1.6升,手动,高配_会员1年_可分期付
1073,三菱,欧蓝德 2016款 2.4L 四驱豪华版 7座-宁波看车到店有优惠可分期送油卡,13.5,,2016年,3.5万公里,2.4升,自动,会员1年_可分期付
1074,奥迪,A5 2017款 Sportback 45 TFSI 时尚型-同行勿扰 询车微聊 车况精品,28.0,,2017年,2.6万公里,2.0升,自动,会员1年_可分期付
1075,宝马,3系 2011款 318i 领先型-车况完美 实表 支持检测,8.99,,2011年,9万公里,2.0升,自动,低配_会员1年_可分期付
1076,大众,高尔夫 2018款 280TSI 自动RLine型-车在宁波 车商勿扰 可按揭全款,11.88,,2018年,0.5万公里,1.4升,自动,会员1年
1077,大众,朗逸 2013款 改款经典 1.6L 自动风尚版-精品车况 支持按揭 利率低,5.38,,2013年,6.5万公里,1.6升,自动,会员1年_可分期付
1078,奔驰,B级 2009款 B 200 动感型,6.98,,2009年,8万公里,2.0升,自动,低配_会员1年_可分期付
1079,众泰,SR7 2016款 1.5T 手动魔方之心版 国V-注:车商请勿来电 买车请用微聊,5.68,,2016年,4.5万公里,1.5升,自动,会员1年_可分期付
1080,雷克萨斯,"ES 2016款 200 Midnight特别限量版-全程4s店保养,可按揭精品车况",24.8,,2016年,3.4万公里,2.0升,自动,低配_会员1年_可分期付
1081,日产,"奇骏 2015款 2.5L CVT领先MAX版 4WD-车商不批,个人一手车,支持检测",13.08,,2015年,5.2万公里,2.5升,自动,高配_会员1年_可分期付
1082,金杯,海狮 2008款 新动力快运 2.0 手动 经典型69座-车况原版 欢迎试驾,1.0,,2008年,10万公里,2.0升,手动,会员1年
1083,雪佛兰,科鲁兹 2011款 1.6L SE AT,3.58,,2011年,9万公里,1.6升,自动,会员1年_可分期付
1084,大众,速腾 2017款 1.6L 自动时尚型-宁波看车到店有优惠可分期送油卡,8.06,,2016年,3.2万公里,1.6升,自动,会员1年_可分期付
1085,路虎,"揽胜 2014款 3.0 V6 SC 锋尚创世版-全程4s店保养可按揭,中介勿扰",70.68,,2014年,6.2万公里,3.0升,自动,会员1年_可分期付
1086,奔驰,"R级 2010款 R350 3.5 自动 四驱-全程4s店保养可按揭,中介勿扰",25.9,,2010年,9.2万公里,3.5升,自动,会员1年_可分期付
1087,陆风,X7 2016款 2.0T 全景尊贵版-全车原版 实表 准新车,7.79,,2016年,3万公里,2.0升,自动,高配_会员1年_可分期付
1088,本田,雅阁 2004款 2.4L-全程4s店保养私家一手车,2.38,,2004年,15万公里,2.4升,自动,会员1年_可分期付
1089,本田,雅阁 2006款 2.0L 标准版-随时看车全程4s店保养,3.0,,2006年,13万公里,2.0升,自动,会员1年_可分期付
1090,本田,雅阁 2006款 2.0L 舒适版-全程4s店保养随时看车,3.18,,2006年,13万公里,2.0升,自动,会员1年_可分期付
1091,东南,V3菱悦 2010款 升级版 1.5 手自一体 豪华版,1.98,,2010年,5.8万公里,1.5升,自动,会员1年
1092,奔驰,GLE级 2016款 GLE 320 4MATIC 豪华型-注:车商请勿来电 买车请用微聊,54.98,,2016年,4.5万公里,3.0升,自动,会员1年_可分期付
1093,奥迪,"A4L 2013款 35 TFSI 自动标准型-全程4s店保养,可按揭精品车况",14.88,,2013年,8.3万公里,2.0升,自动,会员1年_可分期付
1094,比亚迪,"宋MAX 2018款 宋MAX 1.5T 自动智联尊享型 7座-车商不批,个人一手车,支持检测",9.28,,2018年,1.2万公里,1.5升,自动,会员1年_可分期付
1095,雪佛兰,景程 2010款 1.8 舒适版 MT,2.2,,2010年,8.9万公里,1.8升,手动,会员1年_可分期付
1096,奔驰,A级 2011款 A 160,7.28,,2011年,5万公里,1.5升,自动,低配_会员1年_可分期付
1097,广汽,传祺GS4 2016款 235T GDCT 豪华版-首付一层 手续简单 全款勿扰,8.39,,2017年,2.35万公里,1.5升,自动,会员2年_可分期付
1098,路虎,"揽胜 2014款 3.0 V6 SC 锋尚创世版-全程4s店保养,可按揭中介勿扰",78.88,,2014年,5.2万公里,3.0升,自动,会员1年_可分期付
1099,别克,君威 2017款 20T 豪华型-注:车商请勿来电 买车请用微聊,15.28,,2017年,2万公里,1.5升,自动,会员1年_可分期付
1100,丰田,凯美瑞 2007款 200G 豪华版-全程4s店保养个人一手车,3.88,,2007年,11万公里,2.0升,自动,会员1年_可分期付
1101,江铃,福特新世代全顺 2013款 2.4 手动 柴油15座长轴中顶豪华型-现车在店随时看车,9.08,,2013年,8万公里,2.4升,手动,会员1年_可分期付
1102,本田,雅阁 2005款 2.4L 标准版-全程4s店保养随时看车,2.56,,2005年,13万公里,2.4升,自动,会员1年_可分期付
1103,马自达,MX5 2009款 2.0,13.58,,2010年,4.8万公里,2.0升,自动,高配_会员1年_可分期付
1104,宝马,X5 2014款 xDrive35i 领先型-注:车商请勿来电 买车请用微聊,50.98,,2015年,4.5万公里,3.0升,自动,会员1年_可分期付
1105,广汽,传祺GA5 2011款 2.0 手动 精英版-首付低 利率低 提车快,4.8,,2012年,6.01万公里,2.0升,手动,会员4年
1106,雷克萨斯,"NX 2015款 200t 2.0T 自动 四驱锋尚版-全程4s店保养,可按揭精品车况",24.8,,2015年,4.8万公里,2.0升,自动,会员1年_可分期付
1107,别克,君威 2009款 2.0L 精英版-精品车况 无事故 支持按揭,4.58,,2009年,9.5万公里,2.0升,自动,会员1年_可分期付
1108,马自达,6 2011款 2.0L 自动时尚型,5.28,,2011年,8.8万公里,2.0升,自动,会员1年_可分期付
1109,福特,蒙迪欧 2005款 2.0L 精英版,1.1,,2005年,13万公里,2.0升,自动,低配_会员1年
1110,奔驰,C级 2011款 C 200 CGI 优雅型,11.38,,2011年,8.6万公里,1.8升,自动,会员1年_可分期付
1111,大众,朗逸 2015款 1.6L 自动风尚版-首付一层 手续简单 全款勿扰,6.99,,2016年,3.35万公里,1.6升,自动,会员2年_可分期付
1112,大众,途观 2010款 1.8TSI 自动两驱风尚版-精品车况 欢迎现场看车试车,7.9,,2010年,10.3万公里,1.8升,自动,会员1年_可分期付
1113,日产,骊威 2010款 劲锐版 1.6L 自动智能高配型,4.98,,2012年,9.5万公里,1.6升,自动,会员2年
1114,别克,君威 2017款 28T GS尊贵型-注:车商请勿来电 买车请用微聊,23.78,,2017年,0.3万公里,2.0升,自动,高配_会员1年_可分期付
1115,江铃,经典全顺 2013款 柴油 长轴 冰白物流车 中顶 6座 国4-现车在店随时看车,6.58,,2013年,7万公里,2.8升,手动,会员1年_可分期付
1116,本田,雅阁 2004款 2.4L-全程4s店保养精品车况,2.08,,2003年,16万公里,2.4升,自动,会员1年_可分期付
1117,本田,雅阁 2004款 2.4L-全程4s店保养随时看车,2.46,,2004年,15万公里,2.4升,自动,会员1年_可分期付
1118,宝马,3系(进口) 2007款 325i敞篷轿跑车,12.98,,2008年,10万公里,2.5升,自动,会员1年_可分期付
1119,奥迪,A6L 2008款 2.0T 自动标准型-注:车商请勿来电 买车请用微聊,6.98,,2008年,17万公里,2.0升,自动,会员1年_可分期付
1120,宝马,X5 2011款 xDrive35i 豪华型-年底急卖非诚勿扰车况可保,23.0,,2011年,10万公里,3.0升,自动,会员1年_可分期付
1121,大众,"CC 2015款 1.8TSI 豪华型-车商不批,个人一手车,支持检测",13.45,,2014年,6.1万公里,1.8升,自动,会员1年_可分期付
1122,别克,君威 2010款 2.4 自动 舒适型-精品车况 无事故 支持按揭,4.98,,2010年,7.8万公里,2.4升,自动,低配_会员1年_可分期付
1123,马自达,6 2008款 2.0 自动 超豪华型,3.8,,2008年,10.8万公里,2.0升,自动,会员1年_可分期付
1124,江铃,"经典全顺 2009款 2.8T 手动 柴油标准型短轴中顶JX493ZLQ3-车况精品,包过户大量依维柯全顺",4.1,,2011年,8.2万公里,2.8升,手动,会员1年_可分期付
1125,大众,速腾 2015款 230TSI 自动舒适型-首付一层 手续简单 全款勿扰,9.99,,2016年,3.58万公里,1.4升,自动,会员2年_可分期付
1126,大众,CC 2011款 1.8TSI 尊贵型-首付低 利率低 提车快,9.8,,2010年,6.5万公里,1.8升,自动,低配_会员1年_可分期付
1127,别克,英朗GT 2015款 15N 自动精英型-首付低 利率低 提车快,7.88,,2015年,3.0万公里,1.5升,自动,会员4年
1128,奥迪,A6L 2015款 TFSI 百万纪念智领型-注:车商请勿来电 买车请用微聊,23.68,,2015年,10万公里,2.0升,自动,低配_会员1年_可分期付
1129,福特,野马 2016款 2.3T 运动版-注:车商请勿来电 买车请用微聊,23.98,,2016年,1万公里,2.3升,自动,会员1年_可分期付
1130,江铃,经典全顺 2009款 2.8T 手动 柴油多功能型长轴中顶JX493ZLQ3-现车一手随时看车,4.58,,2012年,10万公里,2.8升,手动,会员1年_可分期付
1131,别克,英朗XT 2010款 XT 1.6L 自动时尚版-上海精品 二手车 包过户,3.9,,2010年,8.5万公里,1.6升,自动,会员1年_可分期付
1132,丰田,凯美瑞 2008款 240E 2.4 手自一体 精英版-全程4s店保养个人一手车,5.0,,2008年,10万公里,2.4升,自动,会员1年_可分期付
1133,丰田,凯美瑞 2008款 200E 2.0 自动 精英版-全程4s店保养随时看车,4.0,,2008年,9万公里,2.0升,自动,低配_会员1年_可分期付
1134,标致,206 CC 2004款 206CC 1.6,4.38,,2005年,13万公里,1.6升,自动,高配_会员1年_可分期付
1135,奥迪,A6L 2005款 2.4L 舒适型-注:车商请勿来电 买车请用微聊,5.98,,2006年,12万公里,2.4升,自动,会员1年_可分期付
1136,凯迪拉克,CT6 2017款 28T 豪华型-年底急卖非诚勿扰车况可保,26.0,,2017年,1.6万公里,2.0升,自动,会员1年_可分期付
1137,MG,6 2017款 20T 自动精英智联版-年底急卖非诚勿扰车况可保,9.0,,2018年,1万公里,1.5升,自动,会员1年_可分期付
1138,奔驰,"C级 2017款 C 200 L 运动版-车商不批,个人一手车,支持检测",25.58,,2017年,2.3万公里,2.0升,自动,会员1年_可分期付
1139,日产,"奇骏 2015款 2.0L CVT舒适MAX版 2WD-车商不批,个人一手车,支持检测",12.28,,2015年,5.2万公里,2.0升,自动,低配_会员1年_可分期付
1140,别克,君威 2010款 2.0L 世博版-精品车况 无事故 支持按揭,5.38,,2010年,8.5万公里,2.0升,自动,低配_会员1年_可分期付
1141,本田,飞度 2006款 1.5 CVT 舒适版-本人车主 一手私家车车况原版,2.0,,2006年,12万公里,1.5升,自动,会员1年_可分期付
1142,江铃,"经典全顺 2009款 2.8T 手动 柴油标准型短轴中顶JX493ZLQ3-车况精品,包过户大量依维柯全顺",4.5,,2011年,8.2万公里,2.8升,手动,会员1年_可分期付
1143,奔驰,S级 2010款 S 350 L 豪华型-原版可按揭随检车在宁波随提诚谈,35.42,,2011年,9.8万公里,3.5升,自动,会员1年_可分期付
1144,大众,途观 2010款 1.8TSI 自动两驱风尚版-精品车况 欢迎现场看车试车,7.9,,2010年,10.3万公里,1.8升,自动,会员1年_可分期付
1145,大众,朗逸 2013款 改款经典 1.6L 自动舒适版-首付低 利率低 提车快,7.88,,2013年,4.29万公里,1.6升,自动,会员4年
1146,大众,朗逸 2008款 1.6L 自动品轩版-手续全 过户快,4.58,,2009年,10.56万公里,1.6升,自动,会员4年
1147,大众,POLO 2011款 1.6L 自动致尚版-注:车商请勿来电 买车请用微聊,4.28,,2012年,7万公里,1.6升,自动,会员1年_可分期付
1148,现代,"索纳塔 2015款 1.6T GLS智能型-到店有活动,买车送油卡",11.75,,2016年,5.3万公里,1.6升,自动,会员1年_可分期付
1149,丰田,凯美瑞 2007款 240V 至尊版-随时看车全程4s店保养,5.08,,2007年,10万公里,2.4升,自动,会员1年_可分期付
1150,丰田,凯美瑞 2006款 200G-全程4s店保养个人一手车,3.96,,2006年,13万公里,2.0升,自动,会员1年_可分期付
1151,江铃,"经典全顺 2009款 2.8T 手动 柴油标准型短轴中顶JX493ZLQ3-车况精品,包过户大量依维柯全顺",4.48,,2012年,7.8万公里,2.8升,手动,会员1年_可分期付
1152,大众,高尔夫 2010款 2.0TSI GTI-注:车商请勿来电 买车请用微聊,8.98,,2010年,9.5万公里,2.0升,自动,高配_会员1年_可分期付
1153,福特,锐界 2016款 EcoBoost 330 V6四驱旗舰型 7座-年底急卖非诚勿扰车况可保,31.0,,2017年,0.5万公里,2.7升,自动,高配_会员1年_可分期付
1154,丰田,"锐志 2013款 2.5V 菁锐版-车商不批,个人一手车,支持检测",11.68,,2013年,7.1万公里,2.5升,自动,会员1年_可分期付
1155,别克,君威 2010款 2.0L 世博版-精品车况 无事故 支持按揭,5.38,,2010年,8.5万公里,2.0升,自动,低配_会员1年_可分期付
1156,别克,英朗XT 2010款 XT 1.6L 自动时尚版-精品车况 支持按揭 利率低,3.68,,2010年,8.7万公里,1.6升,自动,会员1年_可分期付
1157,本田,飞度 2006款 1.5 CVT 舒适版-本人车主 一手私家车车况原版,2.0,,2006年,12万公里,1.5升,自动,会员1年_可分期付
1158,江铃,"经典全顺 2009款 2.8T 手动 柴油标准型短轴中顶JX493ZLQ3-车况精品,包过户大量依维柯全顺",4.15,,2011年,8.3万公里,2.8升,手动,会员1年_可分期付
1159,丰田,兰德酷路泽 2016款 4.0L 自动VXR-车在宁波完美好车随检可按揭诚谈,49.82,,2016年,3.9万公里,4.0升,自动,会员1年_可分期付
1160,大众,CC 2011款 1.8TSI 尊贵型-首付低 利率低 提车快,9.8,,2010年,6.5万公里,1.8升,自动,低配_会员1年_可分期付
1161,大众,高尔夫GTI 2016款 2.0TSI GTI-宁波本地车 精品车况 可按揭,16.28,,2016年,8万公里,2.0升,自动,高配_会员1年_可分期付
1162,宝马,7系 2009款 730Li豪华型-注:车商请勿来电 买车请用微聊,26.98,,2010年,10.5万公里,3.0升,自动,会员1年_可分期付
1163,大众,"帕萨特 2017款 330TSI DSG尊荣版-到店有活动,买车送油卡",13.99,,2017年,2万公里,1.8升,自动,会员1年_可分期付
1164,丰田,凯美瑞 2006款 240G-全程4s店保养私家一手车,3.68,,2006年,13万公里,2.4升,自动,会员1年_可分期付
1165,现代,名图 2014款 1.8L 自动舒适型GL-诚心购买价格可议看车微聊,7.4,,2014年,5万公里,1.8升,自动,会员1年_可分期付
1166,宝马,7系 2014款 730Li 臻享型-注:车商请勿来电 买车请用微聊,39.98,,2014年,7万公里,3.0升,自动,会员1年_可分期付
1167,大众,POLO 2016款 1.4L 自动风尚型-注:车商请勿来电 买车请用微聊,6.98,,2016年,3.2万公里,1.4升,自动,会员1年_可分期付
1168,宝马,"5系 2014款 525Li 豪华设计套装-一分钱一分货,不用质疑这个道理",25.6,,2014年,7万公里,2.0升,自动,会员1年_可分期付
1169,日产,"天籁 2012款 2.5L XL智享版-车商不批,个人一手车,支持检测",7.58,,2012年,8.2万公里,2.5升,自动,会员1年_可分期付
1170,别克,英朗XT 2010款 XT 1.6L 自动时尚版-精品车况 支持按揭 利率低,3.68,,2010年,8.7万公里,1.6升,自动,会员1年_可分期付
1171,别克,英朗GT 2016款 15N 自动精英型-精品车况 支持按揭 利率低,6.8,,2016年,1.8万公里,1.5升,自动,会员1年_可分期付
1172,别克,君越 2010款 2.4L雅致版-精品车况 支持按揭 利率低,5.28,,2010年,8.5万公里,2.4升,自动,会员1年_可分期付
1173,江铃,"经典全顺 2009款 2.8T 手动 柴油标准型短轴中顶JX493ZLQ3-车况精品,包过户大量依维柯全顺",4.6,,2012年,7.9万公里,2.8升,手动,会员1年_可分期付
1174,江铃,"经典全顺 2009款 2.8T 手动 柴油标准型短轴中顶JX493ZLQ3-车况精品,包过户大量依维柯全顺",4.1,,2011年,8.2万公里,2.8升,手动,会员1年
1175,本田,歌诗图 2014款 2.4L 豪华版-正规二手车全国可过户可按揭,13.58,,2014年,5.2万公里,2.4升,自动,低配_会员1年_可分期付
1176,本田,思铂睿 2009款 2.4L TYPES-正规二手车全国可过户可按揭,8.28,,2011年,10万公里,2.4升,自动,会员1年_可分期付
1177,大众,CC 2011款 1.8TSI 尊贵型-首付低 利率低 提车快,9.8,,2010年,6.5万公里,1.8升,自动,低配_会员1年_可分期付
1178,奥迪,A3 2016款 Sportback 35 TFSI 风尚型-宁波本地车 精品车况 可按揭,14.0,,2016年,3万公里,1.4升,自动,会员1年_可分期付
1179,本田,思域 2016款 220TURBO 自动豪华版-宁波本地车 精品车况 可按揭,12.58,,2017年,3.8万公里,1.5升,自动,会员1年_可分期付
1180,宝马,7系 2013款 730Li 豪华型-注:车商请勿来电 买车请用微聊,35.98,,2013年,6万公里,3.0升,自动,会员1年_可分期付
1181,吉利,"博瑞 2015款 1.8T 标准型-到店有活动,买车送油卡",7.89,,2016年,3万公里,1.8升,自动,会员1年_可分期付
1182,现代,"索纳塔 2015款 2.0L GLS智能型-到店有活动,买车送油卡",9.56,,2016年,3万公里,2.0升,自动,低配_会员1年_可分期付
1183,本田,雅阁 2006款 2.4L 标准版,3.38,,2006年,13万公里,2.4升,自动,会员1年_可分期付
1184,路虎,极光 2016款 2.0T SE PLUS 智享版-路虎极光 2.0T 白色,32.8,,2018年,0.7万公里,2.0升,自动,会员1年_可分期付
1185,奔驰,C级 2011款 C 300 时尚型-注:车商请勿来电 买车请用微聊,15.5,,2011年,10万公里,3.0升,自动,高配_会员1年_可分期付
1186,宝马,X6 2011款 xDrive35i-年底急卖非诚勿扰车况可保,30.0,,2011年,10万公里,3.0升,自动,会员1年_可分期付
1187,吉利,博越 2016款 2.0L 手动智联型-支持任何4s店维修厂检测,7.98,,2017年,3万公里,2.0升,手动,会员1年_可分期付
1188,丰田,"埃尔法 2015款 3.5L 豪华版-车商不批,个人一手车,支持检测",66.66,,2015年,5.2万公里,3.5升,自动,低配_会员1年_可分期付
1189,别克,英朗GT 2015款 15N 自动精英型-精品车况 支持按揭 利率低,6.38,,2015年,3.8万公里,1.5升,自动,会员1年_可分期付
1190,别克,英朗GT 2010款 GT 1.8L 自动豪华版-精品车况 支持按揭 利率低,4.2,,2010年,7.3万公里,1.8升,自动,高配_会员1年_可分期付
1191,别克,英朗GT 2016款 15N 自动精英型-精品车况 支持按揭 利率低,8.0,,2016年,1.8万公里,1.5升,自动,会员1年_可分期付
1192,别克,君越 2012款 2.4L SIDI豪雅版-精品车况 支持按揭 利率低,6.8,,2012年,5.8万公里,2.4升,自动,会员1年_可分期付
1193,别克,君威 2009款 2.0L 舒适版-可分期车商勿扰喜欢微聊24小时,5.8,,2009年,9万公里,2.0升,自动,低配_会员1年_可分期付
1194,宝马,3系 2015款 320Li 时尚型-可全国提档支持检测,19.68,,2014年,5万公里,2.0升,自动,会员1年_可分期付
1195,现代,索纳塔 2015款 1.6T GLS智能型-正规二手车全国可过户可按揭,11.5,,2015年,3.5万公里,1.6升,自动,会员1年_可分期付
1196,长城,"WEY VV5 2017款 VV5 旗舰型-精品车况,有意者微聊车商勿扰。",13.48,,2017年,2.6万公里,2.0升,自动,会员1年_可分期付
1197,大众,速腾 2007款 2.0 手自一体 时尚版-精品车况 无事故 无水泡,2.58,,2007年,10.6万公里,2.0升,自动,会员1年_可分期付
1198,大众,速腾 2007款 2.0 手自一体 时尚版-精品车况 无事故 无水泡,2.58,,2007年,10.6万公里,2.0升,自动,会员1年_可分期付
1199,兰博基尼,Aventador 2013款 6.5 序列变速-2017年11月上牌 13款,650.0,,2016年,0.4万公里,6.5升,自动,高配_会员1年_可分期付
1200,北汽制造,北京BJ40 2017款 40L 2.3T 自动四驱环塔冠军版-宁波本地车 车况精品 可按揭,12.8,,2017年,3万公里,2.3升,自动,高配_会员1年_可分期付
1201,宝马,X3 2012款 xDrive28i 领先型-精品车况 领先版 支持检测,18.58,,2012年,9万公里,2.0升,自动,会员1年_可分期付
1202,奥迪,Q3 2016款 40 TFSI quattro 全时四驱风尚型-注:车商请勿来电 买车请用微聊,19.38,,2016年,3.16万公里,2.0升,自动,会员1年_可分期付
1203,江铃,"经典全顺 2009款 2.8T 手动 柴油多功能型短轴中顶JX493ZLQ3A-现车多,有质保,包提档过户",4.89,,2013年,8.56万公里,2.8升,手动,会员1年_可分期付
1204,雪佛兰,科鲁兹 2009款 1.6L SL AT-上海精品二手车 包过户,2.98,,2010年,7.8万公里,1.6升,自动,会员1年_可分期付
1205,宝马,5系 2013款 525Li 豪华型-宝马520i 豪华版 黑,22.8,,2013年,12万公里,2.0升,自动,会员1年_可分期付
1206,奥迪,A6L 2014款 TFSI 标准型-注:车商请勿来电 买车请用微聊,23.38,,2014年,9.5万公里,2.0升,自动,会员1年_可分期付
1207,长城,WEY VV5 2017款 VV5 超豪型-精品二手实车支持第三检测和分期,13.89,,2017年,1万公里,2.0升,自动,会员1年_可分期付
1208,本田,"艾力绅 2016款 2.4L 豪华版-车商不批,个人一手车,支持检测",20.58,,2016年,4.1万公里,2.4升,自动,会员1年_可分期付
1209,本田,"凌派 2016款 1.8L CVT豪华版-车商不批,个人一手车,支持检测",6.88,,2015年,5.2万公里,1.8升,自动,会员1年_可分期付
1210,别克,英朗GT 2010款 GT 1.8L 自动豪华版-精品车况 支持按揭 利率低,4.2,,2010年,7.3万公里,1.8升,自动,高配_会员1年_可分期付
1211,别克,凯越 2010款 LE 1.6 手动 智能加装版-精品车况 等你来试驾,2.48,,2010年,6.8万公里,1.6升,手动,低配_会员1年_可分期付
1212,别克,君越 2010款 2.4L雅致版-精品车况 支持按揭 利率低,4.98,,2010年,8.6万公里,2.4升,自动,会员1年_可分期付
1213,依维柯,得意 2009款 2.8T 手动 V35基本型-喜欢的联系我 现车多多,3.68,,2012年,9.16万公里,2.8升,手动,低配_会员1年
1214,长城,"WEY VV7 2017款 VV7s 旗舰型-精品车况,有意者微聊车商勿扰。",15.38,,2017年,2.7万公里,2.0升,自动,高配_会员1年_可分期付
1215,别克,昂科威 2016款 20T 两驱精英型-精品车况 有意者微聊 车商勿扰,16.8,,2016年,3.5万公里,1.5升,自动,会员1年_可分期付
1216,日产,天籁 2005款 230JM-上海正规车行放心二手车,2.0,,2005年,14万公里,2.3升,自动,会员1年
1217,本田,奥德赛 2015款 2.4L 智享版-年底急卖非诚勿扰车况可保,17.0,,2015年,5万公里,2.4升,自动,会员1年_可分期付
1218,奥迪,Q3 2013款 35 TFSI quattro 豪华型-注:车商请勿来电 买车请用微聊,19.98,,2013年,5万公里,2.0升,自动,会员1年_可分期付
1219,依维柯,"2009款 手动 2.8T V39 6座 柴油-现车多,有质保,包提档过户",3.78,,2011年,9.3万公里,2.8升,手动,低配_会员1年_可分期付
1220,依维柯,"得意 2009款 2.8T 手动 V35基本型-现车多,有质保,包提档过户",3.88,,2013年,7.3万公里,2.8升,手动,低配_会员1年_可分期付
1221,宝马,X5 2017款 xDrive28i-宝马X5 白色,48.8,,2017年,2万公里,2.0升,自动,低配_会员1年_可分期付
1222,大众,高尔夫GTI 2016款 2.0TSI GTI-注:车商请勿来电 买车请用微聊,19.28,,2018年,1万公里,2.0升,自动,高配_会员1年_可分期付
1223,现代,领动 2016款 1.6L 自动智炫·青春型-何申二手车,8.6,,2017年,1万公里,1.6升,自动,会员1年
1224,别克,君威 2010款 2.0L 世博版-精品车况 无事故 支持按揭,5.38,,2010年,8.5万公里,2.0升,自动,低配_会员1年_可分期付
1225,别克,凯越 2010款 LE 1.6 自动 智能加装版-精品车况 欢迎实地看车试车,2.88,,2010年,8.3万公里,1.6升,自动,高配_会员1年_可分期付
1226,别克,君越 2009款 2.4L雅致版-精品车况 支持按揭 利率低,4.2,,2009年,6.5万公里,2.4升,自动,会员1年_可分期付
1227,别克,凯越 2011款 1.6LXAT-欢迎私聊咨询现场看车试车,2.98,,2011年,6.5万公里,1.6升,自动,高配_会员1年_可分期付
1228,依维柯,得意 2009款 2.8T 手动 V35基本型-批发价格出售 车况精品,3.06,,2010年,9.4万公里,2.8升,手动,低配_会员1年
1229,别克,昂科威 2015款 20T 两驱精英型-精品车况 有意者微聊 车商勿扰,12.6,,2015年,6万公里,1.5升,自动,会员1年_可分期付
1230,大众,宝来/宝来经典 2005款 1.6自动基本-上海正规车行放心二手车,1.3,,2005年,14万公里,1.6升,自动,会员1年
1231,雪佛兰,景程 2007款 2.0 自动舒适型-私家一手车全程4s店保养,1.65,,2007年,11万公里,2.0升,自动,会员1年
